Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
XMR,2018-05-31,155.864161424,157.7530064188,158.0694317785,155.5554857929
XMR,2018-06-01,158.4583658656,155.6634063382,158.6131866055,153.1897429296
XMR,2018-06-02,162.3787694998,157.4830071163,167.4732533627,156.4850362015
XMR,2018-06-03,169.190243457,162.3912490164,176.8841800981,162.3491194653
XMR,2018-06-04,161.653845989,169.4087567293,170.240578772,157.5235568551
XMR,2018-06-05,166.892402267,161.653845989,169.462506981,157.0464266628
XMR,2018-06-06,164.7093,167.1765711,167.7021325,161.39989894
XMR,2018-06-07,163.3049145,164.7093,171.217683,162.48765618
XMR,2018-06-08,158.23576281,163.3049145,165.25846428,156.5930321515
XMR,2018-06-09,154.5026336,158.23576281,160.060936,154.06875
XMR,2018-06-10,139.3390368804,154.5026336,154.5026336,131.0383206
XMR,2018-06-11,135.4686812847,133.6362876133,136.7231295608,132.2201729618
XMR,2018-06-12,125.6486856591,137.9925205876,138.1978920939,119.8871216229
XMR,2018-06-13,119.6424771289,125.6460086319,126.4055804529,112.9634245031
XMR,2018-06-14,130.6768060274,121.4170498956,133.8873338586,117.8876720596
XMR,2018-06-15,124.2042359574,131.3482883949,132.4325868022,123.6980636351
XMR,2018-06-16,127.9710515924,124.204344836,128.0528364373,120.5371020479
XMR,2018-06-17,124.8661674796,126.5866476409,126.7640039741,123.1177318711
XMR,2018-06-18,127.3982219688,123.800575585,129.7944874205,119.5430931968
XMR,2018-06-19,125.820011261,127.6463659848,130.4531234222,124.1656642489
XMR,2018-06-20,122.3244453801,125.7064536563,125.7603445864,119.6513951625
XMR,2018-06-21,122.9914745258,122.3488089759,123.1995362028,121.8217699408
XMR,2018-06-22,114.1956497427,123.0031891257,124.2748522592,112.6654230588
XMR,2018-06-23,116.8217097533,110.9518974276,119.3187076961,110.7991018079
XMR,2018-06-24,120.6122222763,116.8216289582,124.8280498205,107.568121982
XMR,2018-06-25,127.2671661539,121.6031351059,129.5364275662,120.6506796301
XMR,2018-06-26,122.2868734161,127.1949837561,130.616381039,121.6466426598
XMR,2018-06-27,129.7233484005,122.3243599482,129.7341771876,119.3222038555
XMR,2018-06-28,127.364431159,129.6447279315,134.4608655275,127.3276296913
XMR,2018-06-29,120.1185913283,127.3389738257,127.3823161835,117.2896301561
XMR,2018-06-30,128.8909532709,120.1032438006,135.4012236941,119.8352989744
XMR,2018-07-01,129.9052912976,131.117717753,134.3726615594,126.0804750474
XMR,2018-07-02,140.9576705894,130.146823334,143.2748545372,128.3602093338
XMR,2018-07-03,137.8870976117,140.9361232196,144.4086726095,136.8255219987
XMR,2018-07-04,139.8070103697,138.4722599027,146.1721370476,137.1776664596
XMR,2018-07-05,137.4857066478,139.8080335684,141.4846124629,134.1423168316
XMR,2018-07-06,132.94646562,137.857396287,138.1202502,130.504249212
XMR,2018-07-07,131.2990047138,133.5570938993,134.8337527736,130.8187742294
XMR,2018-07-08,138.1908520238,131.2983759934,139.6631999246,131.2044203991
XMR,2018-07-09,137.7356152091,138.1908520237,141.477470654,136.4995516692
XMR,2018-07-10,122.9913830591,137.7353491768,137.7500382414,122.3473540218
XMR,2018-07-11,124.698930504,121.0997384354,130.5750292547,121.072693438
XMR,2018-07-12,119.5765330417,124.7032612948,126.550221781,118.9467285314
XMR,2018-07-13,121.78,120.4999616,125.0175,119.18053992
XMR,2018-07-14,122.8116010767,121.3646453799,124.2197809719,120.8309902601
XMR,2018-07-15,123.680573616,122.8116823255,125.4179437287,121.8481785238
XMR,2018-07-16,132.8682462274,123.7853176009,135.496764659,123.0456740358
XMR,2018-07-17,143.477502529,132.8683466731,145.8480818819,132.8516381688
XMR,2018-07-18,139.2718909085,143.4788036936,148.9179976239,138.7724564224
XMR,2018-07-19,140.1717717639,139.2717967082,143.8020768787,138.4736971453
XMR,2018-07-20,129.3854972385,140.1722902392,140.4868018867,128.5313307807
XMR,2018-07-21,132.3780226253,129.359625089,132.9106372952,127.1028914231
XMR,2018-07-22,129.0347387466,132.394563454,133.8138588921,127.9307681034
XMR,2018-07-23,133.8842616684,128.2511868074,143.0506206771,128.0252500097
XMR,2018-07-24,147.8605835148,133.8868370357,148.402444941,132.9805843574
XMR,2018-07-25,142.6954829073,147.8309989357,149.2210280815,138.3425131733
XMR,2018-07-26,137.6245553355,142.6891626974,145.0419505369,136.6099187136
XMR,2018-07-27,141.0748078136,137.6726598988,142.6267843616,134.8867585254
XMR,2018-07-28,139.6291263205,140.8588400691,141.5312455795,138.2929857427
XMR,2018-07-29,135.2969224337,139.6324659008,141.4157129612,135.0101592662
XMR,2018-07-30,132.6756680031,135.4955962503,136.4630130834,128.9143957877
XMR,2018-07-31,121.9741297152,132.6942277303,134.5670882275,121.2923932135
XMR,2018-08-01,126.6056203269,121.8912910909,130.2027790857,119.5093248576
XMR,2018-08-02,122.8653702384,126.6057821723,130.5796300913,120.7012213898
XMR,2018-08-03,120.1443896477,122.2073460778,122.5169802997,115.0205001805
XMR,2018-08-04,114.0668717147,120.1480181724,121.1257218905,113.4722709071
XMR,2018-08-05,117.3102182912,114.13190527,117.8120843567,111.5873713303
XMR,2018-08-06,112.978886357,117.3102331019,119.7684076877,112.3521655456
XMR,2018-08-07,108.7781200795,112.978680237,118.175775839,107.6343456764
XMR,2018-08-08,93.2254505564,107.4594965141,108.2013570494,93.1526380509
XMR,2018-08-09,101.3581218309,93.2020530288,102.2093506975,92.9334939032
XMR,2018-08-10,91.2645260894,101.3523387454,101.4081588917,91.2645260894
XMR,2018-08-11,94.9041585541,92.5299610185,97.010198305,88.0520963925
XMR,2018-08-12,93.6630449778,94.9055878024,96.2939301018,91.7854849974
XMR,2018-08-13,89.2280601591,93.6631858025,97.222070569,88.9399882805
XMR,2018-08-14,83.8015194757,89.2054644877,89.25101001,78.5253940844
XMR,2018-08-15,91.7117849449,84.3492152267,94.2432903091,84.3077940243
XMR,2018-08-16,90.4850341079,91.7119783237,92.9061577817,88.6205604992
XMR,2018-08-17,101.0467492659,90.496276224,101.076015833,90.3039363602
XMR,2018-08-18,98.1560657321,100.9931341676,104.7003516152,94.7279445743
XMR,2018-08-19,98.6776587948,97.9666332418,98.8737129878,94.7046124326
XMR,2018-08-20,95.5223404419,98.6775409133,102.5037507015,94.8464442737
XMR,2018-08-21,94.3905586365,92.3290823349,96.4157464836,91.8447618807
XMR,2018-08-22,89.3841213619,94.3909620064,98.9470220666,87.8070718046
XMR,2018-08-23,89.6807395961,89.8106649374,91.3575044748,88.5021737654
XMR,2018-08-24,93.9642891479,90.0243287687,94.105938286,88.3976883166
XMR,2018-08-25,92.7930173357,93.580860819,96.48319461,91.9473884659
XMR,2018-08-26,94.642558422,92.7930558576,94.8479437583,91.030024757
XMR,2018-08-27,101.6571277414,94.9613061552,102.9111324272,93.3635420549
XMR,2018-08-28,107.3480622157,101.6828505304,107.4669845347,101.3166616632
XMR,2018-08-29,103.7756532886,107.5414552758,108.3352210842,100.636777706
XMR,2018-08-30,101.4959183623,103.2747113815,106.528446944,97.0324923997
XMR,2018-08-31,115.0689209771,101.4963904885,117.0185244059,101.4848081009
XMR,2018-09-01,122.8960014076,115.0689209771,124.5203322003,114.4688620877
XMR,2018-09-02,122.5033608938,122.8946641941,125.1562185385,116.4375179846
XMR,2018-09-03,134.1612848522,122.5053235398,135.9777856871,119.0640071671
XMR,2018-09-04,137.5556816693,135.7160240088,140.184886658,134.7843070043
XMR,2018-09-05,119.3507335899,137.7424297724,140.1729559568,116.3806024925
XMR,2018-09-06,115.2226440824,119.3490033251,119.8587428472,108.401273934
XMR,2018-09-07,113.1355387468,117.5911177039,119.8999584723,110.1401350758
XMR,2018-09-08,103.1581559883,113.1347881892,114.2216621613,101.5581036578
XMR,2018-09-09,106.3496270167,104.107697808,111.1115320842,100.916644662
XMR,2018-09-10,105.513263438,106.3442394131,109.1240158693,104.1268441846
XMR,2018-09-11,105.3816779299,105.5669127676,109.2193155927,101.5232581082
XMR,2018-09-12,104.9363108676,105.3676180329,105.8971150177,97.2093106398
XMR,2018-09-13,111.1520679416,104.5942826547,115.7551927009,104.5364773366
XMR,2018-09-14,115.4788109863,111.1545529654,115.5413952389,109.218131726
XMR,2018-09-15,117.127685069,115.3238232657,119.7516680253,115.069302834
XMR,2018-09-16,114.5813139487,116.6724214684,116.7503382344,112.59076024
XMR,2018-09-17,109.1622633477,114.5812038781,117.1701786619,108.303191532
XMR,2018-09-18,112.1828652018,109.1627752538,112.9121901025,104.7741283153
XMR,2018-09-19,109.3265124308,111.5626234008,112.2602745693,106.0936330725
XMR,2018-09-20,115.9519305768,109.593002,116.3027174732,109.4880025
XMR,2018-09-21,120.2639697182,115.9519305768,122.7657151316,115.1954502238
XMR,2018-09-22,120.1863122821,120.2638847436,121.3543555,116.8563959753
XMR,2018-09-23,120.0090087151,120.186312283,124.5276738093,117.9427651942
XMR,2018-09-24,114.1431666652,120.0053746851,120.4602848529,112.1137557772
XMR,2018-09-25,113.2402105156,114.1431830481,116.8720655466,111.3452289812
XMR,2018-09-26,115.2382935091,113.2233217727,117.7388643803,113.219072557
XMR,2018-09-27,119.1630798908,115.2395504042,121.7379704933,113.5986558021
XMR,2018-09-28,114.6944735303,119.1651607724,121.8762521797,114.4538445238
XMR,2018-09-29,115.5450107461,114.6913040378,117.5263821798,112.1649556354
XMR,2018-09-30,117.2382077526,115.5482297157,117.6100425338,114.1883391795
XMR,2018-10-01,115.54588697,117.2324535162,117.4402360251,112.678256344
XMR,2018-10-02,120.0698152984,115.9101492136,120.4050712347,115.5308413143
XMR,2018-10-03,113.9120229234,120.2675399436,120.2751087998,112.044374269
XMR,2018-10-04,114.8010274652,113.9119699931,116.582117841,113.5033610073
XMR,2018-10-05,114.5622420946,114.800637453,114.9217508356,114.2270465362
XMR,2018-10-06,114.9542031556,114.7489544998,115.0698063807,114.1225298131
XMR,2018-10-07,114.3068658664,114.9539589663,115.1472711867,113.7257307145
XMR,2018-10-08,114.6430708902,114.3502280579,116.0425481239,113.6052252284
XMR,2018-10-09,114.2403892163,114.6430708913,115.4333915269,113.4697822314
XMR,2018-10-10,113.1224722232,114.2401224366,114.2892869352,112.0717761324
XMR,2018-10-11,103.3963484465,113.54796149,114.3092505946,102.154965874
XMR,2018-10-12,102.6906159713,103.3963319832,106.9309201139,97.8561060327
XMR,2018-10-13,104.2855938587,102.6904866646,105.156668206,102.4329522018
XMR,2018-10-14,103.282337374,104.2919426543,105.857072985,102.9472201333
XMR,2018-10-15,107.7786480072,101.7056049005,111.4265435585,99.8327307485
XMR,2018-10-16,107.0045221335,107.7787279512,108.3709256211,105.1577333728
XMR,2018-10-17,105.455509226,107.004466343,108.398461502,104.6949892447
XMR,2018-10-18,102.6101234411,105.6853071638,106.7943921803,102.2682946023
XMR,2018-10-19,105.1449032812,102.6101234411,105.1456211795,102.5229511721
XMR,2018-10-20,104.7241180262,105.2182130422,105.2222668022,103.4227888279
XMR,2018-10-21,105.4147261801,104.198082988,105.7201423194,104.0246382133
XMR,2018-10-22,105.5714099506,105.4146937283,105.6259656291,104.2251773495
XMR,2018-10-23,107.4590321446,105.5711383616,110.0324350568,105.3415497968
XMR,2018-10-24,105.6472378169,107.1650539712,108.0286499404,105.3203889791
XMR,2018-10-25,105.068632648,105.6472364558,105.7820887107,103.8117096078
XMR,2018-10-26,103.8817603242,105.0686268192,105.4968045225,102.4621567731
XMR,2018-10-27,102.686582649,103.8819825472,103.8938266581,101.8914766647
XMR,2018-10-28,100.8515289511,102.8132837386,103.1917881301,100.4544983394
XMR,2018-10-29,99.3919563326,101.6141614305,103.1875100191,98.0693228218
XMR,2018-10-30,102.4493241773,99.3917656051,102.635506029,99.3863543497
XMR,2018-10-31,103.0317301398,102.450255467,104.9251747405,101.9553589762
XMR,2018-11-01,102.2415486064,103.0279103882,104.3813891082,101.3542556048
XMR,2018-11-02,103.898801048,102.2417135286,105.8842303495,102.1535379369
XMR,2018-11-03,105.1029528389,104.5767263903,105.6288848337,102.7929636136
XMR,2018-11-04,110.8998525411,105.102949592,111.1657667447,103.8751285283
XMR,2018-11-05,109.4480948362,110.8998513227,111.6425024721,106.8631731918
XMR,2018-11-06,112.4418503325,109.4604013932,113.5033016954,109.1133955347
XMR,2018-11-07,111.0562363551,112.4533461356,113.0664058421,109.2593004161
XMR,2018-11-08,109.2162012392,111.07837661,111.6059980428,107.2990252873
XMR,2018-11-09,107.0551459142,109.215881808,109.7904672601,106.0096050556
XMR,2018-11-10,105.6219533522,107.0546575348,108.5789675227,105.3566667678
XMR,2018-11-11,106.3062596995,106.3211232406,106.6691648731,103.2066110837
XMR,2018-11-12,107.1163651209,106.3062546387,108.5160964409,103.6917242319
XMR,2018-11-13,105.6915030578,106.7755058614,107.8827923647,104.8966682615
XMR,2018-11-14,91.5725984154,105.691692185,106.9085462826,88.6327434856
XMR,2018-11-15,89.5282529522,91.5714950149,94.5686518068,82.4319946706
XMR,2018-11-16,88.8669871892,90.73903716,91.0766178569,88.521021897
XMR,2018-11-17,89.3295618704,89.108651036,90.575163329,87.0304414477
XMR,2018-11-18,87.8333998575,89.3282424337,94.457759232,87.4234296836
XMR,2018-11-19,73.2674940272,87.8136199286,90.8496492384,72.1906846368
XMR,2018-11-20,64.9871610559,73.2636880825,74.445926318,63.034927081
XMR,2018-11-21,69.1918665192,66.8247447107,70.5891978046,64.0277155083
XMR,2018-11-22,68.7696138201,69.1749038271,71.7088269031,64.3374242017
XMR,2018-11-23,68.0930535653,68.7688295686,68.8822929294,62.9651423606
XMR,2018-11-24,59.9255374237,68.0971638202,70.3656086777,59.4501549403
XMR,2018-11-25,58.264469263,59.7562692721,61.0067652698,53.7957847707
XMR,2018-11-26,53.5803977433,58.2675190812,60.5401647049,53.271060626
XMR,2018-11-27,58.9456943954,53.5806506247,59.6251712287,52.8252132333
XMR,2018-11-28,62.8794017278,58.9456605363,65.7300018074,56.9646453961
XMR,2018-11-29,60.9101765221,62.8641108331,65.5330463108,60.0886110605
XMR,2018-11-30,57.3761203748,61.2828600924,63.0989118973,56.8269057443
XMR,2018-12-01,60.2178983638,57.3761834492,61.97150254,57.2063420539
XMR,2018-12-02,59.615471662,60.2178983638,61.7983269105,58.1801839308
XMR,2018-12-03,54.9622549861,59.6153220999,60.0042974609,53.6772784225
XMR,2018-12-04,56.4797989692,54.9622786662,59.7571289689,53.6449689773
XMR,2018-12-05,51.9700813349,56.4778560568,57.6088616461,51.9670518029
XMR,2018-12-06,47.8447300293,51.9270909973,53.8066020419,47.6973612921
XMR,2018-12-07,46.1186959307,47.8447267612,48.4640766494,42.8644145015
XMR,2018-12-08,45.9123929966,46.1186978247,49.6044115235,43.3273620417
XMR,2018-12-09,46.8860666407,45.9125341539,48.7060149497,44.7514096092
XMR,2018-12-10,44.1189030575,46.8883690002,47.9882144852,43.6154993214
XMR,2018-12-11,43.229271856,44.2789694826,44.455390541,41.5184762353
XMR,2018-12-12,43.2729684027,43.229272155,44.749675956,41.9966853679
XMR,2018-12-13,40.989433404,43.6841131125,44.0306636833,40.4882059554
XMR,2018-12-14,39.9292109949,40.9892730816,42.7049837093,38.5198567149
XMR,2018-12-15,39.1366513221,39.9292165535,39.9293852422,37.8271841672
XMR,2018-12-16,39.195194527,38.9628349289,40.6547323574,38.6025373488
XMR,2018-12-17,42.816559869,39.1951628155,43.8264327563,38.6837488422
XMR,2018-12-18,44.461169644,42.8164393507,44.7556424456,42.0079001153
XMR,2018-12-19,46.175117074,45.7108989613,50.1080335166,44.2770499769
XMR,2018-12-20,53.849612128,46.1750973646,55.0420889297,44.696351005
XMR,2018-12-21,51.0795821491,53.8497928477,56.6177744457,49.5903214405
XMR,2018-12-22,50.1872253311,51.1759269045,52.4029941101,49.3096295004
XMR,2018-12-23,52.3676129642,50.1872253485,54.7157248584,50.098903525
XMR,2018-12-24,55.7257038665,52.5903108656,57.6553400147,52.1518626524
XMR,2018-12-25,50.3672698036,55.6163774582,55.8306330246,47.5214322681
XMR,2018-12-26,49.0197108358,50.3674256516,52.3165578267,46.8043728158
XMR,2018-12-27,44.0193518111,48.9848363103,49.1564540594,42.9112969408
XMR,2018-12-28,48.7982199811,44.0196361537,50.719798065,43.1505294758
XMR,2018-12-29,46.72,49.3881465,49.8458306641,46.72
XMR,2018-12-30,47.81496062,46.7424349758,48.4339976,46.2638944
XMR,2018-12-31,45.4716672693,45.6912886266,45.6915506038,45.4716014482
XMR,2019-01-01,47.2511942601,45.9549820249,47.4290413332,45.2954703883
XMR,2019-01-02,50.8249168049,47.2511948567,53.0336533167,46.8102812204
XMR,2019-01-03,49.9169637064,50.8249948231,51.6234207621,48.9428669493
XMR,2019-01-04,50.0973145957,49.8729871896,50.633114558,48.9431639884
XMR,2019-01-05,49.8315137656,50.0973145217,51.4765121957,49.2988771953
XMR,2019-01-06,53.9730640521,49.9634257903,54.2884992755,49.0779862416
XMR,2019-01-07,52.5063393231,54.4175811682,55.0412907744,51.6176078227
XMR,2019-01-08,52.7733578086,52.5063425127,54.5694831009,51.7743638584
XMR,2019-01-09,52.0391961444,52.6217515006,53.9085474763,51.146917191
XMR,2019-01-10,44.4822328523,52.0393164166,52.6613892344,43.5919985709
XMR,2019-01-11,45.1353376449,44.4816687697,46.2484722604,44.2970278978
XMR,2019-01-12,44.7281814469,45.1766138285,45.5667739365,44.211875928
XMR,2019-01-13,43.1769144833,44.7624677041,45.2462434277,42.2874453035
XMR,2019-01-14,45.2166249369,43.1770253946,45.9414549009,42.7299449715
XMR,2019-01-15,44.2815728947,45.2167740464,46.0270593548,43.9831690407
XMR,2019-01-16,45.556832003,44.2815938622,45.6465123594,44.2060035732
XMR,2019-01-17,44.9418562246,45.8254980484,46.0902756082,44.1652809094
XMR,2019-01-18,44.6273747329,44.9419317625,45.3305048877,43.9909989851
XMR,2019-01-19,45.5754306157,44.6272690419,45.9178038827,44.4583534528
XMR,2019-01-20,43.7729238689,45.5222629105,45.663866614,43.2058311446
XMR,2019-01-21,43.4696601962,43.7730988903,44.5724673176,43.198944131
XMR,2019-01-22,45.401761307,43.4682160568,45.9252746239,43.4669290367
XMR,2019-01-23,44.3238880708,45.6927478614,45.8294942101,44.3163561518
XMR,2019-01-24,45.4569251228,44.5822288555,46.1079593883,44.2929569197
XMR,2019-01-25,46.2076532565,45.2377183871,46.2926823105,44.3371639103
XMR,2019-01-26,45.1756562527,46.2078200332,46.2308841031,44.7829190906
XMR,2019-01-27,45.6569805447,45.1756568043,45.8323793344,44.4132636695
XMR,2019-01-28,42.8907587283,45.6570226761,46.0942643477,42.4065080485
XMR,2019-01-29,42.6282545791,42.9667008034,43.4937125381,42.0302381834
XMR,2019-01-30,42.9543567148,42.6283946374,43.8542593126,42.0950904408
XMR,2019-01-31,42.6091903964,43.124289521,43.5267225476,42.0261904179
XMR,2019-02-01,42.8828087742,42.6017591899,43.163187129,41.503095665
XMR,2019-02-02,41.8368341996,42.8834584715,42.884398321,40.4110189031
XMR,2019-02-03,42.0917080413,41.8368779183,42.8530822005,41.5718406298
XMR,2019-02-04,42.1008664497,42.2239294933,42.4833342677,41.4152129166
XMR,2019-02-05,42.630555094,42.0807992738,42.717711146,41.8805875525
XMR,2019-02-06,42.6073668164,42.5186750499,42.7540563591,41.5747753276
XMR,2019-02-07,43.3717954172,42.7212909111,43.4441697108,42.365263262
XMR,2019-02-08,47.2012759872,43.3724316919,48.8021620534,42.6756227216
XMR,2019-02-09,47.2001889177,47.2020046497,47.7201578158,46.454846053
XMR,2019-02-10,47.8208568757,47.1999090705,47.845723277,45.8461927724
XMR,2019-02-11,47.1535760262,47.8216160135,48.8119156562,45.9371613864
XMR,2019-02-12,47.3303564669,47.1535823364,48.110858747,46.0629811435
XMR,2019-02-13,48.3894420423,47.8486719941,49.8152996846,47.3534836874
